,U_AGENT_EXECUTING,U_AGENT_QUEUING,U_AGENT_QUEUING_EXEC,U_AGENT_SCHEDULING,U_UMGR_BINDING,U_UMGR_SCHEDULING,experiment,hid,pid,sid,uid
0,310.489199877,0.00139999389648,0.00130009651184,238.720999956,0.00730013847351,0.260299921036,exp1,phys.uconn.edu,pilot.0001,rp.session.radical.mingtha.017033.0007,unit.000000
1,391.210099936,0.00209999084473,0.00150012969971,0.000900030136108,0.00730013847351,0.259299993515,exp1,b7c6cf8a3ae1.172.19.0.3,pilot.0000,rp.session.radical.mingtha.017033.0007,unit.000001
2,294.90989995,0.00180006027222,0.00139999389648,0.000799894332886,0.00730013847351,0.258499860764,exp1,phys.uconn.edu,pilot.0001,rp.session.radical.mingtha.017033.0007,unit.000002
3,218.723099947,0.00160002708435,0.00129985809326,0.000600099563599,0.00730013847351,0.257599830627,exp1,ucsd.edu,pilot.0003,rp.session.radical.mingtha.017033.0007,unit.000003
4,202.207700014,0.00129985809326,0.00190019607544,187.167299986,0.00730013847351,0.256799936295,exp1,ucsd.edu,pilot.0003,rp.session.radical.mingtha.017033.0007,unit.000004
5,193.197299957,0.00129985809326,0.00150012969971,194.568500042,0.00730013847351,0.255999803543,exp1,ucsd.edu,pilot.0003,rp.session.radical.mingtha.017033.0007,unit.000005
6,283.286800146,0.00139999389648,0.00129985809326,304.589400053,0.00730013847351,0.25519990921,exp1,phys.uconn.edu,pilot.0001,rp.session.radical.mingtha.017033.0007,unit.000006
7,197.196200132,0.00209999084473,0.00149989128113,190.066400051,0.00730013847351,0.254299879074,exp1,ucsd.edu,pilot.0003,rp.session.radical.mingtha.017033.0007,unit.000007
8,239.510599852,0.00159978866577,0.0012001991272,0.000699996948242,0.00730013847351,0.253399848938,exp1,ucsd.edu,pilot.0002,rp.session.radical.mingtha.017033.0007,unit.000008
9,210.220400095,0.00159978866577,0.00119996070862,239.513900042,0.00730013847351,0.252599954605,exp1,ucsd.edu,pilot.0002,rp.session.radical.mingtha.017033.0007,unit.000009
10,249.258499861,0.00180006027222,0.00139999389648,294.914999962,0.00730013847351,0.251699924469,exp1,phys.uconn.edu,pilot.0001,rp.session.radical.mingtha.017033.0007,unit.000010
11,341.343400002,0.00209999084473,0.00139999389648,391.235800028,0.00730013847351,0.250799894333,exp1,b7c6cf8a3ae1.172.19.0.3,pilot.0000,rp.session.radical.mingtha.017033.0007,unit.000011
12,214.216300011,0.0012001991272,0.00139999389648,199.343099833,0.00730013847351,0.249899864197,exp1,ucsd.edu,pilot.0002,rp.session.radical.mingtha.017033.0007,unit.000012
13,197.205699921,0.00160002708435,0.00149989128113,218.727600098,0.00730013847351,0.249099969864,exp1,ucsd.edu,pilot.0003,rp.session.radical.mingtha.017033.0007,unit.000013
14,205.209800005,0.00119996070862,0.00119996070862,202.87319994,0.00730013847351,0.248299837112,exp1,ucsd.edu,pilot.0002,rp.session.radical.mingtha.017033.0007,unit.000014
15,342.170799971,0.0010998249054,0.00130009651184,332.428800106,0.00730013847351,0.24749994278,exp1,b7c6cf8a3ae1.172.19.0.3,pilot.0000,rp.session.radical.mingtha.017033.0007,unit.000015
16,200.217299938,0.0010998249054,0.00110006332397,189.687200069,0.0374999046326,0.408600091934,exp1,ucsd.edu,pilot.0002,rp.session.radical.mingtha.017033.0008,unit.000000
17,200.217299938,0.00119996070862,0.00119996070862,192.456200123,0.0374999046326,0.407700061798,exp1,ucsd.edu,pilot.0001,rp.session.radical.mingtha.017033.0008,unit.000001
18,201.215600014,0.00119996070862,0.000999927520752,193.093899965,0.0374999046326,0.406800031662,exp1,ucsd.edu,pilot.0001,rp.session.radical.mingtha.017033.0008,unit.000002
19,200.213899851,0.00139999389648,0.00110006332397,188.446799994,0.0374999046326,0.406100034714,exp1,ucsd.edu,pilot.0001,rp.session.radical.mingtha.017033.0008,unit.000003
20,403.096400023,0.00650000572205,0.00200009346008,394.298699856,0.0374999046326,0.405500173569,exp1,icecube.wisc.edu,pilot.0003,rp.session.radical.mingtha.017033.0008,unit.000004
21,202.205899954,0.00130009651184,0.00119996070862,187.231899977,0.0374999046326,0.404900074005,exp1,ucsd.edu,pilot.0002,rp.session.radical.mingtha.017033.0008,unit.000005
22,405.220499992,0.00159978866577,0.00209999084473,390.064800024,0.0374999046326,0.404000043869,exp1,icecube.wisc.edu,pilot.0003,rp.session.radical.mingtha.017033.0008,unit.000006
23,359.378399849,0.00119996070862,0.00160002708435,334.447600126,0.0374999046326,0.403200149536,exp1,b7c6cf8a3ae1.172.19.0.3,pilot.0000,rp.session.radical.mingtha.017033.0008,unit.000007
24,408.302000046,0.00169992446899,0.00129985809326,405.418400049,0.0374999046326,0.402400016785,exp1,icecube.wisc.edu,pilot.0003,rp.session.radical.mingtha.017033.0008,unit.000008
25,200.218500137,0.00129985809326,0.000900030136108,187.77760005,0.0374999046326,0.401700019836,exp1,ucsd.edu,pilot.0001,rp.session.radical.mingtha.017033.0008,unit.000009
26,418.09829998,0.00209999084473,0.00130009651184,414.430699825,0.0374999046326,0.400900125504,exp1,icecube.wisc.edu,pilot.0003,rp.session.radical.mingtha.017033.0008,unit.000010
27,201.216699839,0.00119996070862,0.00100016593933,190.075700045,0.0374999046326,0.400200128555,exp1,ucsd.edu,pilot.0001,rp.session.radical.mingtha.017033.0008,unit.000011
28,202.197700024,0.00119996070862,0.0010998249054,193.274000168,0.0374999046326,0.399399995804,exp1,ucsd.edu,pilot.0002,rp.session.radical.mingtha.017033.0008,unit.000012
29,200.219300032,0.00150012969971,0.00119996070862,191.163399935,0.0374999046326,0.398600101471,exp1,ucsd.edu,pilot.0001,rp.session.radical.mingtha.017033.0008,unit.000013
30,199.212099791,0.00119996070862,0.00110006332397,191.215600014,0.0374999046326,0.397900104523,exp1,ucsd.edu,pilot.0001,rp.session.radical.mingtha.017033.0008,unit.000014
31,331.34800005,0.0010998249054,0.00160002708435,350.004300117,0.0374999046326,0.39710021019,exp1,b7c6cf8a3ae1.172.19.0.3,pilot.0000,rp.session.radical.mingtha.017033.0008,unit.000015
32,201.203200102,0.0012001991272,0.00129985809326,191.286999941,0.0374999046326,0.396400213242,exp1,ucsd.edu,pilot.0002,rp.session.radical.mingtha.017033.0008,unit.000016
33,351.369299889,0.00119996070862,0.00130009651184,322.644099951,0.0374999046326,0.39560008049,exp1,b7c6cf8a3ae1.172.19.0.3,pilot.0000,rp.session.radical.mingtha.017033.0008,unit.000017
34,220.87409997,0.00160002708435,0.00130009651184,0.000699996948242,0.0374999046326,0.394800186157,exp1,ucsd.edu,pilot.0001,rp.session.radical.mingtha.017033.0008,unit.000018
35,201.216300011,0.00160002708435,0.00110006332397,220.877799988,0.0374999046326,0.394200086594,exp1,ucsd.edu,pilot.0001,rp.session.radical.mingtha.017033.0008,unit.000019
36,202.220799923,0.00119996070862,0.00100016593933,195.250699997,0.0374999046326,0.393500089645,exp1,ucsd.edu,pilot.0002,rp.session.radical.mingtha.017033.0008,unit.000020
37,200.214999914,0.00110006332397,0.000999927520752,192.555700064,0.0374999046326,0.392800092697,exp1,ucsd.edu,pilot.0001,rp.session.radical.mingtha.017033.0008,unit.000021
38,201.215299845,0.000900030136108,0.00110006332397,192.773999929,0.0374999046326,0.392100095749,exp1,ucsd.edu,pilot.0001,rp.session.radical.mingtha.017033.0008,unit.000022
39,201.223799944,0.00129985809326,0.00119996070862,192.040600061,0.0374999046326,0.391400098801,exp1,ucsd.edu,pilot.0002,rp.session.radical.mingtha.017033.0008,unit.000023
40,200.207400084,0.00129985809326,0.00110006332397,190.624700069,0.0374999046326,0.390700101852,exp1,ucsd.edu,pilot.0002,rp.session.radical.mingtha.017033.0008,unit.000024
41,401.329300165,0.00160002708435,0.00609993934631,424.96600008,0.0374999046326,0.390000104904,exp1,icecube.wisc.edu,pilot.0003,rp.session.radical.mingtha.017033.0008,unit.000025
42,430.345400095,0.00529980659485,0.00129985809326,395.160800219,0.0374999046326,0.389300107956,exp1,icecube.wisc.edu,pilot.0003,rp.session.radical.mingtha.017033.0008,unit.000026
43,199.201000214,0.00119996070862,0.00119996070862,193.485399961,0.0374999046326,0.388600111008,exp1,ucsd.edu,pilot.0002,rp.session.radical.mingtha.017033.0008,unit.000027
44,345.359200001,0.00200009346008,0.00139999389648,339.503399849,0.0374999046326,0.387900114059,exp1,b7c6cf8a3ae1.172.19.0.3,pilot.0000,rp.session.radical.mingtha.017033.0008,unit.000028
45,199.21359992,0.0010998249054,0.00110006332397,195.804500103,0.0374999046326,0.387200117111,exp1,ucsd.edu,pilot.0001,rp.session.radical.mingtha.017033.0008,unit.000029
46,470.522799969,0.00179982185364,0.00160002708435,0.000699996948242,0.0374999046326,0.386500120163,exp1,icecube.wisc.edu,pilot.0003,rp.session.radical.mingtha.017033.0008,unit.000030
47,470.744799852,0.00179982185364,0.00130009651184,470.526600122,0.0374999046326,0.385800123215,exp1,icecube.wisc.edu,pilot.0003,rp.session.radical.mingtha.017033.0008,unit.000031
48,228.288899899,0.00139999389648,0.00110006332397,0.000499963760376,0.0374999046326,0.385100126266,exp1,ucsd.edu,pilot.0002,rp.session.radical.mingtha.017033.0008,unit.000032
49,345.125499964,0.00170016288757,0.00160002708435,0.00059986114502,0.0374999046326,0.384400129318,exp1,b7c6cf8a3ae1.172.19.0.3,pilot.0000,rp.session.radical.mingtha.017033.0008,unit.000033
50,348.364400148,0.00119996070862,0.00129985809326,341.089300156,0.0374999046326,0.38370013237,exp1,b7c6cf8a3ae1.172.19.0.3,pilot.0000,rp.session.radical.mingtha.017033.0008,unit.000034
51,201.201600075,0.00139999389648,0.00130009651184,192.191999912,0.0374999046326,0.383100032806,exp1,ucsd.edu,pilot.0002,rp.session.radical.mingtha.017033.0008,unit.000035
52,351.382500172,0.00119996070862,0.00139999389648,359.895299911,0.0374999046326,0.382400035858,exp1,b7c6cf8a3ae1.172.19.0.3,pilot.0000,rp.session.radical.mingtha.017033.0008,unit.000036
53,424.458800077,0.00169992446899,0.00169992446899,460.437299967,0.0374999046326,0.38170003891,exp1,icecube.wisc.edu,pilot.0003,rp.session.radical.mingtha.017033.0008,unit.000037
54,361.387899876,0.00110006332397,0.00139999389648,339.034399986,0.0374999046326,0.381000041962,exp1,b7c6cf8a3ae1.172.19.0.3,pilot.0000,rp.session.radical.mingtha.017033.0008,unit.000038
55,200.202300072,0.00119996070862,0.00119996070862,195.49119997,0.0374999046326,0.380300045013,exp1,ucsd.edu,pilot.0002,rp.session.radical.mingtha.017033.0008,unit.000039
56,200.216700077,0.00139999389648,0.0010998249054,188.063600063,0.0374999046326,0.379400014877,exp1,ucsd.edu,pilot.0001,rp.session.radical.mingtha.017033.0008,unit.000040
57,200.221500158,0.00119996070862,0.0010998249054,190.502500057,0.0374999046326,0.378800153732,exp1,ucsd.edu,pilot.0002,rp.session.radical.mingtha.017033.0008,unit.000041
58,200.208599806,0.00110006332397,0.0012001991272,192.354199886,0.0374999046326,0.378100156784,exp1,ucsd.edu,pilot.0002,rp.session.radical.mingtha.017033.0008,unit.000042
59,200.218400002,0.00119996070862,0.000799894332886,187.931600094,0.0374999046326,0.37750005722,exp1,ucsd.edu,pilot.0001,rp.session.radical.mingtha.017033.0008,unit.000043
60,201.209000111,0.00119996070862,0.0010998249054,194.6723001,0.0374999046326,0.376800060272,exp1,ucsd.edu,pilot.0002,rp.session.radical.mingtha.017033.0008,unit.000044
61,200.215899944,0.00119996070862,0.0012001991272,189.261699915,0.0374999046326,0.376100063324,exp1,ucsd.edu,pilot.0001,rp.session.radical.mingtha.017033.0008,unit.000045
62,346.367899895,0.00129985809326,0.00139999389648,339.36950016,0.0374999046326,0.375500202179,exp1,b7c6cf8a3ae1.172.19.0.3,pilot.0000,rp.session.radical.mingtha.017033.0008,unit.000046
63,200.21420002,0.00129985809326,0.00130009651184,188.709800005,0.0374999046326,0.374800205231,exp1,ucsd.edu,pilot.0001,rp.session.radical.mingtha.017033.0008,unit.000047
64,350.376699924,0.00119996070862,0.00119996070862,348.589300156,0.0374999046326,0.374200105667,exp1,b7c6cf8a3ae1.172.19.0.3,pilot.0000,rp.session.radical.mingtha.017033.0008,unit.000048
65,200.216699839,0.000999927520752,0.000900030136108,193.979300022,0.0374999046326,0.373500108719,exp1,ucsd.edu,pilot.0001,rp.session.radical.mingtha.017033.0008,unit.000049
66,200.213399887,0.00139999389648,0.00100016593933,189.891599894,0.0374999046326,0.372800111771,exp1,ucsd.edu,pilot.0002,rp.session.radical.mingtha.017033.0008,unit.000050
67,201.222900152,0.00129985809326,0.00119996070862,188.815000057,0.0374999046326,0.372100114822,exp1,ucsd.edu,pilot.0001,rp.session.radical.mingtha.017033.0008,unit.000051
68,202.212000132,0.00130009651184,0.0010998249054,190.050699949,0.0374999046326,0.371400117874,exp1,ucsd.edu,pilot.0002,rp.session.radical.mingtha.017033.0008,unit.000052
69,200.21420002,0.00130009651184,0.0010998249054,189.941900015,0.0374999046326,0.369100093842,exp1,ucsd.edu,pilot.0001,rp.session.radical.mingtha.017033.0008,unit.000053
70,370.402999878,0.00170016288757,0.00150012969971,345.130099773,0.0374999046326,0.368400096893,exp1,b7c6cf8a3ae1.172.19.0.3,pilot.0000,rp.session.radical.mingtha.017033.0008,unit.000054
71,201.194600105,0.00139999389648,0.00830006599426,228.29219985,0.0374999046326,0.367700099945,exp1,ucsd.edu,pilot.0002,rp.session.radical.mingtha.017033.0008,unit.000055
72,202.214600086,0.00119996070862,0.000999927520752,191.013099909,0.0374999046326,0.367100000381,exp1,ucsd.edu,pilot.0001,rp.session.radical.mingtha.017033.0008,unit.000056
73,201.209200144,0.00130009651184,0.00119996070862,189.815799952,0.0374999046326,0.366500139236,exp1,ucsd.edu,pilot.0002,rp.session.radical.mingtha.017033.0008,unit.000057
74,412.215199947,0.0025999546051,0.00150012969971,406.848099947,0.0374999046326,0.365900039673,exp1,icecube.wisc.edu,pilot.0003,rp.session.radical.mingtha.017033.0008,unit.000058
75,202.212100029,0.00119996070862,0.00139999389648,190.233299971,0.0374999046326,0.365200042725,exp1,ucsd.edu,pilot.0002,rp.session.radical.mingtha.017033.0008,unit.000059
76,343.368399858,0.00110006332397,0.00150012969971,341.191999912,0.0374999046326,0.36460018158,exp1,b7c6cf8a3ae1.172.19.0.3,pilot.0000,rp.session.radical.mingtha.017033.0008,unit.000060
77,201.204400063,0.00129985809326,0.00119996070862,192.47480011,0.0374999046326,0.364000082016,exp1,ucsd.edu,pilot.0002,rp.session.radical.mingtha.017033.0008,unit.000061
78,399.229199886,0.00169992446899,0.00140023231506,401.556699991,0.0374999046326,0.363300085068,exp1,icecube.wisc.edu,pilot.0003,rp.session.radical.mingtha.017033.0008,unit.000062
79,200.212099791,0.00119996070862,0.00110006332397,188.576300144,0.0374999046326,0.362699985504,exp1,ucsd.edu,pilot.0001,rp.session.radical.mingtha.017033.0008,unit.000063
80,200.197900057,0.00139999389648,0.0010998249054,191.847599983,0.0104999542236,0.961600065231,exp1,ucsd.edu,pilot.0002,rp.session.radical.mingtha.017033.0009,unit.000000
81,254.263000011,0.00150012969971,0.00139999389648,317.786899805,0.0104999542236,0.960500001907,exp1,phys.uconn.edu,pilot.0003,rp.session.radical.mingtha.017033.0009,unit.000001
82,361.386199951,0.00110006332397,0.00130009651184,356.250699997,0.0104999542236,0.95960021019,exp1,b7c6cf8a3ae1.172.19.0.3,pilot.0001,rp.session.radical.mingtha.017033.0009,unit.000002
83,202.221800089,0.00139999389648,0.00110006332397,194.926199913,0.0104999542236,0.95860004425,exp1,ucsd.edu,pilot.0002,rp.session.radical.mingtha.017033.0009,unit.000003
84,357.917900085,0.00149989128113,0.00130009651184,383.258899927,0.0104999542236,0.95760011673,exp1,icecube.wisc.edu,pilot.0000,rp.session.radical.mingtha.017033.0009,unit.000004
85,202.206599951,0.00119996070862,0.00130009651184,190.914200068,0.0104999542236,0.956700086594,exp1,ucsd.edu,pilot.0002,rp.session.radical.mingtha.017033.0009,unit.000005
86,235.240400076,0.00180006027222,0.00139999389648,246.15809989,0.0104999542236,0.955800056458,exp1,phys.uconn.edu,pilot.0003,rp.session.radical.mingtha.017033.0009,unit.000006
87,393.891199827,0.00149989128113,0.00160002708435,344.852300167,0.0104999542236,0.954800128937,exp1,icecube.wisc.edu,pilot.0000,rp.session.radical.mingtha.017033.0009,unit.000007
88,278.291399956,0.00139999389648,0.00129985809326,232.949500084,0.0104999542236,0.953800201416,exp1,phys.uconn.edu,pilot.0003,rp.session.radical.mingtha.017033.0009,unit.000008
89,350.382699966,0.00110006332397,0.00110006332397,348.619799852,0.0104999542236,0.952800035477,exp1,b7c6cf8a3ae1.172.19.0.3,pilot.0001,rp.session.radical.mingtha.017033.0009,unit.000009
90,354.041100025,0.00209999084473,0.00190019607544,0.0010998249054,0.0104999542236,0.951900005341,exp1,b7c6cf8a3ae1.172.19.0.3,pilot.0001,rp.session.radical.mingtha.017033.0009,unit.000010
91,355.393899918,0.00209999084473,0.00170016288757,354.045899868,0.0104999542236,0.95090007782,exp1,b7c6cf8a3ae1.172.19.0.3,pilot.0001,rp.session.radical.mingtha.017033.0009,unit.000011
92,323.345499992,0.00209999084473,0.00150012969971,0.000799894332886,0.0104999542236,0.950000047684,exp1,phys.uconn.edu,pilot.0003,rp.session.radical.mingtha.017033.0009,unit.000012
93,262.283200026,0.00209999084473,0.00139999389648,323.349499941,0.0104999542236,0.949300050735,exp1,phys.uconn.edu,pilot.0003,rp.session.radical.mingtha.017033.0009,unit.000013
94,202.194700003,0.000999927520752,0.000999927520752,190.026600122,0.0104999542236,0.948400020599,exp1,ucsd.edu,pilot.0002,rp.session.radical.mingtha.017033.0009,unit.000014
95,243.256800175,0.00150012969971,0.00129985809326,254.78579998,0.0104999542236,0.947400093079,exp1,phys.uconn.edu,pilot.0003,rp.session.radical.mingtha.017033.0009,unit.000015
96,394.937000036,0.00139999389648,0.00119996070862,366.961199999,0.0104999542236,0.946500062943,exp1,icecube.wisc.edu,pilot.0000,rp.session.radical.mingtha.017033.0009,unit.000016
97,364.143700123,0.0010998249054,0.00169992446899,364.387700081,0.0104999542236,0.945600032806,exp1,b7c6cf8a3ae1.172.19.0.3,pilot.0001,rp.session.radical.mingtha.017033.0009,unit.000017
98,220.86590004,0.00129985809326,0.00110006332397,0.000400066375732,0.0104999542236,0.94470000267,exp1,ucsd.edu,pilot.0002,rp.session.radical.mingtha.017033.0009,unit.000018
99,200.206399918,0.00129985809326,0.00110006332397,220.868900061,0.0104999542236,0.943800210953,exp1,ucsd.edu,pilot.0002,rp.session.radical.mingtha.017033.0009,unit.000019
100,237.245100021,0.00150012969971,0.00139999389648,226.268699884,0.0104999542236,0.942900180817,exp1,phys.uconn.edu,pilot.0003,rp.session.radical.mingtha.017033.0009,unit.000020
101,372.400399923,0.00130009651184,0.00119996070862,352.694200039,0.0104999542236,0.942000150681,exp1,b7c6cf8a3ae1.172.19.0.3,pilot.0001,rp.session.radical.mingtha.017033.0009,unit.000021
102,203.223199844,0.00139999389648,0.00110006332397,197.159600019,0.0104999542236,0.941100120544,exp1,ucsd.edu,pilot.0002,rp.session.radical.mingtha.017033.0009,unit.000022
103,203.21510005,0.00139999389648,0.00110006332397,195.247499943,0.0104999542236,0.940100193024,exp1,ucsd.edu,pilot.0002,rp.session.radical.mingtha.017033.0009,unit.000023
104,200.20080018,0.00139999389648,0.000999927520752,191.666300058,0.0104999542236,0.939200162888,exp1,ucsd.edu,pilot.0002,rp.session.radical.mingtha.017033.0009,unit.000024
105,322.336999893,0.00130009651184,0.00150012969971,270.15839982,0.0104999542236,0.938400030136,exp1,phys.uconn.edu,pilot.0003,rp.session.radical.mingtha.017033.0009,unit.000025
106,205.218600035,0.00130009651184,0.00119996070862,196.565099955,0.0104999542236,0.937600135803,exp1,ucsd.edu,pilot.0002,rp.session.radical.mingtha.017033.0009,unit.000026
107,200.193099976,0.000900030136108,0.00110006332397,191.784599781,0.0104999542236,0.936800003052,exp1,ucsd.edu,pilot.0002,rp.session.radical.mingtha.017033.0009,unit.000027
108,353.705200195,0.00239992141724,0.00119996070862,391.914499998,0.0104999542236,0.935700178146,exp1,icecube.wisc.edu,pilot.0000,rp.session.radical.mingtha.017033.0009,unit.000028
109,363.392099857,0.00110006332397,0.00139999389648,343.343899965,0.0104999542236,0.934499979019,exp1,b7c6cf8a3ae1.172.19.0.3,pilot.0001,rp.session.radical.mingtha.017033.0009,unit.000029
110,400.889499903,0.00189995765686,0.00139999389648,0.000699996948242,0.0104999542236,0.933700084686,exp1,icecube.wisc.edu,pilot.0000,rp.session.radical.mingtha.017033.0009,unit.000030
111,372.83829999,0.00189995765686,0.00409984588623,400.89380002,0.0104999542236,0.93280005455,exp1,icecube.wisc.edu,pilot.0000,rp.session.radical.mingtha.017033.0009,unit.000031
112,269.347699881,0.00289988517761,0.00189995765686,263.440100193,0.0215001106262,0.517499923706,exp1,iu.edu,pilot.0000,rp.session.radical.mingtha.017034.0002,unit.000000
113,330.565999985,0.00130009651184,0.00149989128113,319.937900066,0.0215001106262,0.516700029373,exp1,campuscluster.illinois.edu,pilot.0001,rp.session.radical.mingtha.017034.0002,unit.000001
114,352.347400188,0.00160002708435,0.00149989128113,345.619199991,0.0215001106262,0.516000032425,exp1,fnal.gov,pilot.0003,rp.session.radical.mingtha.017034.0002,unit.000002
115,318.56709981,0.00189995765686,0.00130009651184,324.442699909,0.0215001106262,0.515199899673,exp1,campuscluster.illinois.edu,pilot.0001,rp.session.radical.mingtha.017034.0002,unit.000003
116,482.695499897,0.00230002403259,0.00209999084473,467.667299986,0.0215001106262,0.514400005341,exp1,panther.net,pilot.0002,rp.session.radical.mingtha.017034.0002,unit.000004
117,301.469900131,0.00189995765686,0.00139999389648,295.85439992,0.0215001106262,0.513700008392,exp1,iu.edu,pilot.0000,rp.session.radical.mingtha.017034.0002,unit.000005
118,309.467000008,0.00150012969971,0.00169992446899,319.81159997,0.0215001106262,0.512899875641,exp1,campuscluster.illinois.edu,pilot.0001,rp.session.radical.mingtha.017034.0002,unit.000006
119,272.349699974,0.00160002708435,0.00170016288757,276.986899853,0.0215001106262,0.511999845505,exp1,iu.edu,pilot.0000,rp.session.radical.mingtha.017034.0002,unit.000007
120,334.611399889,0.00139999389648,0.00170016288757,320.086299896,0.0215001106262,0.511299848557,exp1,campuscluster.illinois.edu,pilot.0001,rp.session.radical.mingtha.017034.0002,unit.000008
121,353.353199959,0.00149989128113,0.00119996070862,342.93840003,0.0215001106262,0.510499954224,exp1,fnal.gov,pilot.0003,rp.session.radical.mingtha.017034.0002,unit.000009
122,478.518200159,0.00250005722046,0.00230002403259,476.815999985,0.0215001106262,0.509199857712,exp1,panther.net,pilot.0002,rp.session.radical.mingtha.017034.0002,unit.000010
123,355.352900028,0.00130009651184,0.00110006332397,342.967000008,0.0215001106262,0.508399963379,exp1,fnal.gov,pilot.0003,rp.session.radical.mingtha.017034.0002,unit.000011
124,244.283699989,0.00160002708435,0.00129985809326,274.964400053,0.0215001106262,0.507699966431,exp1,campuscluster.illinois.edu,pilot.0001,rp.session.radical.mingtha.017034.0002,unit.000012
125,359.354200125,0.00129985809326,0.00149989128113,348.331400156,0.0215001106262,0.506899833679,exp1,fnal.gov,pilot.0003,rp.session.radical.mingtha.017034.0002,unit.000013
126,276.344300032,0.00170016288757,0.00119996070862,249.895900011,0.0215001106262,0.506099939346,exp1,iu.edu,pilot.0000,rp.session.radical.mingtha.017034.0002,unit.000014
127,366.365999937,0.00139999389648,0.00220012664795,352.445999861,0.0215001106262,0.505399942398,exp1,fnal.gov,pilot.0003,rp.session.radical.mingtha.017034.0002,unit.000015
128,485.513400078,0.00230002403259,0.00250005722046,474.875499964,0.0215001106262,0.50469994545,exp1,panther.net,pilot.0002,rp.session.radical.mingtha.017034.0002,unit.000016
129,300.478199959,0.00849986076355,0.00160002708435,294.750699997,0.0215001106262,0.503999948502,exp1,iu.edu,pilot.0000,rp.session.radical.mingtha.017034.0002,unit.000017
130,207.683000088,0.00200009346008,0.0010998249054,0.000600099563599,0.0215001106262,0.503299951553,exp1,iu.edu,pilot.0000,rp.session.radical.mingtha.017034.0002,unit.000018
131,194.208199978,0.00200009346008,0.000999927520752,207.686000109,0.0215001106262,0.502599954605,exp1,iu.edu,pilot.0000,rp.session.radical.mingtha.017034.0002,unit.000019
132,478.398099899,0.00250005722046,0.00219988822937,474.58829999,0.0215001106262,0.501899957657,exp1,panther.net,pilot.0002,rp.session.radical.mingtha.017034.0002,unit.000020
133,337.334399939,0.00150012969971,0.00119996070862,339.531399965,0.0215001106262,0.501199960709,exp1,fnal.gov,pilot.0003,rp.session.radical.mingtha.017034.0002,unit.000021
134,347.344200134,0.00150012969971,0.00149989128113,326.969599962,0.0215001106262,0.50049996376,exp1,fnal.gov,pilot.0003,rp.session.radical.mingtha.017034.0002,unit.000022
135,303.407299995,0.00190019607544,0.00200009346008,299.356799841,0.0215001106262,0.499799966812,exp1,campuscluster.illinois.edu,pilot.0001,rp.session.radical.mingtha.017034.0002,unit.000023
136,483.440700054,0.00250005722046,0.00200009346008,472.469199896,0.0215001106262,0.499099969864,exp1,panther.net,pilot.0002,rp.session.radical.mingtha.017034.0002,unit.000024
137,349.351099968,0.00159978866577,0.00149989128113,341.207300186,0.0215001106262,0.498399972916,exp1,fnal.gov,pilot.0003,rp.session.radical.mingtha.017034.0002,unit.000025
138,308.480200052,0.00220012664795,0.00169992446899,291.653599977,0.0215001106262,0.497699975967,exp1,iu.edu,pilot.0000,rp.session.radical.mingtha.017034.0002,unit.000026
139,354.350399971,0.00169992446899,0.00110006332397,329.509900093,0.0215001106262,0.496999979019,exp1,fnal.gov,pilot.0003,rp.session.radical.mingtha.017034.0002,unit.000027
140,350.359899998,0.00150012969971,0.00149989128113,346.006700039,0.0215001106262,0.496299982071,exp1,fnal.gov,pilot.0003,rp.session.radical.mingtha.017034.0002,unit.000028
141,363.363399982,0.00180006027222,0.00189995765686,362.512500048,0.0215001106262,0.495699882507,exp1,fnal.gov,pilot.0003,rp.session.radical.mingtha.017034.0002,unit.000029
142,521.530500174,0.00340008735657,0.00289988517761,0.00160002708435,0.0215001106262,0.494999885559,exp1,panther.net,pilot.0002,rp.session.radical.mingtha.017034.0002,unit.000030
143,476.406399965,0.00340008735657,0.00239992141724,521.538300037,0.0215001106262,0.494299888611,exp1,panther.net,pilot.0002,rp.session.radical.mingtha.017034.0002,unit.000031
144,375.888099909,0.00190019607544,0.00130009651184,0.000799894332886,0.0215001106262,0.493499994278,exp1,fnal.gov,pilot.0003,rp.session.radical.mingtha.017034.0002,unit.000032
145,365.374500036,0.00200009346008,0.00129985809326,0.000699996948242,0.0215001106262,0.49279999733,exp1,campuscluster.illinois.edu,pilot.0001,rp.session.radical.mingtha.017034.0002,unit.000033
146,279.346500158,0.00139999389648,0.0019998550415,262.76970005,0.0215001106262,0.492199897766,exp1,iu.edu,pilot.0000,rp.session.radical.mingtha.017034.0002,unit.000034
147,289.41079998,0.00169992446899,0.00240015983582,271.769999981,0.0215001106262,0.491499900818,exp1,iu.edu,pilot.0000,rp.session.radical.mingtha.017034.0002,unit.000035
148,308.452100039,0.00149989128113,0.00129985809326,315.768200159,0.0215001106262,0.49079990387,exp1,campuscluster.illinois.edu,pilot.0001,rp.session.radical.mingtha.017034.0002,unit.000036
149,485.378999949,0.0025999546051,0.00250005722046,471.808899879,0.0215001106262,0.490200042725,exp1,panther.net,pilot.0002,rp.session.radical.mingtha.017034.0002,unit.000037
150,260.31069994,0.00859999656677,0.00160002708435,280.288100004,0.0215001106262,0.489499807358,exp1,iu.edu,pilot.0000,rp.session.radical.mingtha.017034.0002,unit.000038
