,P_LRMS_QUEUING,P_LRMS_RUNNING,P_LRMS_SUBMITTING,P_PMGR_QUEUING,P_PMGR_SCHEDULING,experiment,hid,pid,sid
715,264.38800025,7627.43669963,37.529900074,0.00419998168945,0.209399938583,exp5,aglt2.org,pilot.0022,rp.session.radical.mturilli.017088.0007
716,281.058799982,7610.7658999,37.529900074,0.00419998168945,0.209399938583,exp5,aglt2.org,pilot.0023,rp.session.radical.mturilli.017088.0007
717,266.268200159,7625.55649972,37.529900074,0.00419998168945,0.209399938583,exp5,aglt2.org,pilot.0024,rp.session.radical.mturilli.017088.0007
718,279.4993999,7612.32529998,37.529900074,0.00419998168945,0.209399938583,exp5,aglt2.org,pilot.0025,rp.session.radical.mturilli.017088.0007
719,180.444600105,7711.38009977,37.529900074,0.00419998168945,0.209399938583,exp5,aglt2.org,pilot.0026,rp.session.radical.mturilli.017088.0007
720,253.926300049,4068.71320009,37.5841999054,0.010400056839,0.212399959564,exp5,,pilot.0027,rp.session.radical.mturilli.017088.0008
721,151.649500132,4170.99000001,37.5841999054,0.010400056839,0.212399959564,exp5,,pilot.0020,rp.session.radical.mturilli.017088.0008
722,,,37.5841999054,0.010400056839,0.212399959564,exp5,,pilot.0021,rp.session.radical.mturilli.017088.0008
723,,,37.5841999054,0.010400056839,0.212399959564,exp5,,pilot.0022,rp.session.radical.mturilli.017088.0008
724,189.814599991,4132.82490015,37.5841999054,0.010400056839,0.212399959564,exp5,,pilot.0023,rp.session.radical.mturilli.017088.0008
725,,,37.5841999054,0.010400056839,0.212399959564,exp5,,pilot.0019,rp.session.radical.mturilli.017088.0008
726,,,37.5841999054,0.010400056839,0.212399959564,exp5,,pilot.0018,rp.session.radical.mturilli.017088.0008
727,,,37.5841999054,0.010400056839,0.212399959564,exp5,,pilot.0031,rp.session.radical.mturilli.017088.0008
728,,,37.5841999054,0.010400056839,0.212399959564,exp5,,pilot.0030,rp.session.radical.mturilli.017088.0008
729,149.871799946,4172.7677002,37.5841999054,0.010400056839,0.212399959564,exp5,,pilot.0011,rp.session.radical.mturilli.017088.0008
730,244.247600079,4078.39190006,37.5841999054,0.010400056839,0.212399959564,exp5,,pilot.0010,rp.session.radical.mturilli.017088.0008
731,190.014300108,4132.62520003,37.5841999054,0.010400056839,0.212399959564,exp5,,pilot.0013,rp.session.radical.mturilli.017088.0008
732,286.06340003,4036.57610011,37.5841999054,0.010400056839,0.212399959564,exp5,,pilot.0012,rp.session.radical.mturilli.017088.0008
733,,,37.5841999054,0.010400056839,0.212399959564,exp5,,pilot.0015,rp.session.radical.mturilli.017088.0008
734,154.554200172,4168.08529997,37.5841999054,0.010400056839,0.212399959564,exp5,,pilot.0014,rp.session.radical.mturilli.017088.0008
735,189.836199999,4132.80330014,37.5841999054,0.010400056839,0.212399959564,exp5,,pilot.0017,rp.session.radical.mturilli.017088.0008
736,,,37.5841999054,0.010400056839,0.212399959564,exp5,,pilot.0016,rp.session.radical.mturilli.017088.0008
737,183.923400164,4138.71609998,37.5841999054,0.010400056839,0.212399959564,exp5,,pilot.0008,rp.session.radical.mturilli.017088.0008
738,184.95690012,4137.68260002,37.5841999054,0.010400056839,0.212399959564,exp5,,pilot.0009,rp.session.radical.mturilli.017088.0008
739,208.713999987,4113.92550015,37.5841999054,0.010400056839,0.212399959564,exp5,,pilot.0028,rp.session.radical.mturilli.017088.0008
740,230.017300129,4092.62220001,37.5841999054,0.010400056839,0.212399959564,exp5,,pilot.0029,rp.session.radical.mturilli.017088.0008
741,,,37.5841999054,0.010400056839,0.212399959564,exp5,,pilot.0024,rp.session.radical.mturilli.017088.0008
742,,,37.5841999054,0.010400056839,0.212399959564,exp5,,pilot.0025,rp.session.radical.mturilli.017088.0008
743,152.964400053,4169.67510009,37.5841999054,0.010400056839,0.212399959564,exp5,,pilot.0026,rp.session.radical.mturilli.017088.0008
744,,,37.5841999054,0.010400056839,0.212399959564,exp5,,pilot.0001,rp.session.radical.mturilli.017088.0008
745,185.004800081,4137.63470006,37.5841999054,0.010400056839,0.212399959564,exp5,,pilot.0006,rp.session.radical.mturilli.017088.0008
746,,,37.5841999054,0.010400056839,0.212399959564,exp5,,pilot.0007,rp.session.radical.mturilli.017088.0008
747,233.033300161,4089.60619998,37.5841999054,0.010400056839,0.212399959564,exp5,,pilot.0004,rp.session.radical.mturilli.017088.0008
748,153.894299984,4168.74520016,37.5841999054,0.010400056839,0.212399959564,exp5,,pilot.0005,rp.session.radical.mturilli.017088.0008
749,183.450900078,4139.18860006,37.5841999054,0.010400056839,0.212399959564,exp5,,pilot.0002,rp.session.radical.mturilli.017088.0008
750,230.180900097,4092.45860004,37.5841999054,0.010400056839,0.212399959564,exp5,,pilot.0003,rp.session.radical.mturilli.017088.0008
751,,,37.5841999054,0.010400056839,0.212399959564,exp5,,pilot.0000,rp.session.radical.mturilli.017088.0008
752,150.041800022,745.353600025,38.4479000568,0.00990009307861,0.199599981308,exp5,its.osg,pilot.0027,rp.session.radical.mturilli.017089.0000
753,187.580699921,707.814700127,38.4479000568,0.00990009307861,0.199599981308,exp5,its.osg,pilot.0020,rp.session.radical.mturilli.017089.0000
754,218.832299948,676.5631001,38.4479000568,0.00990009307861,0.199599981308,exp5,its.osg,pilot.0021,rp.session.radical.mturilli.017089.0000
755,178.091500044,717.303900003,38.4479000568,0.00990009307861,0.199599981308,exp5,its.osg,pilot.0022,rp.session.radical.mturilli.017089.0000
756,240.106400013,655.289000034,38.4479000568,0.00990009307861,0.199599981308,exp5,its.osg,pilot.0005,rp.session.radical.mturilli.017089.0000
757,200.509799957,694.88560009,38.4479000568,0.00990009307861,0.199599981308,exp5,its.osg,pilot.0019,rp.session.radical.mturilli.017089.0000
758,216.994400024,678.401000023,38.4479000568,0.00990009307861,0.199599981308,exp5,its.osg,pilot.0018,rp.session.radical.mturilli.017089.0000
759,161.646800041,733.748600006,38.4479000568,0.00990009307861,0.199599981308,exp5,its.osg,pilot.0031,rp.session.radical.mturilli.017089.0000
760,149.809099913,745.586300135,38.4479000568,0.00990009307861,0.199599981308,exp5,its.osg,pilot.0030,rp.session.radical.mturilli.017089.0000
761,240.547899961,654.847500086,38.4479000568,0.00990009307861,0.199599981308,exp5,its.osg,pilot.0011,rp.session.radical.mturilli.017089.0000
762,163.888599873,731.506800175,38.4479000568,0.00990009307861,0.199599981308,exp5,its.osg,pilot.0010,rp.session.radical.mturilli.017089.0000
763,214.889899969,680.505500078,38.4479000568,0.00990009307861,0.199599981308,exp5,its.osg,pilot.0013,rp.session.radical.mturilli.017089.0000
764,202.574700117,692.82069993,38.4479000568,0.00990009307861,0.199599981308,exp5,its.osg,pilot.0012,rp.session.radical.mturilli.017089.0000
765,197.787800074,697.607599974,38.4479000568,0.00990009307861,0.199599981308,exp5,its.osg,pilot.0015,rp.session.radical.mturilli.017089.0000
766,152.656800032,742.738600016,38.4479000568,0.00990009307861,0.199599981308,exp5,its.osg,pilot.0014,rp.session.radical.mturilli.017089.0000
767,174.708899975,720.686500072,38.4479000568,0.00990009307861,0.199599981308,exp5,its.osg,pilot.0017,rp.session.radical.mturilli.017089.0000
768,211.08220005,684.313199997,38.4479000568,0.00990009307861,0.199599981308,exp5,its.osg,pilot.0016,rp.session.radical.mturilli.017089.0000
769,163.870399952,731.525000095,38.4479000568,0.00990009307861,0.199599981308,exp5,its.osg,pilot.0008,rp.session.radical.mturilli.017089.0000
770,240.442100048,654.953299999,38.4479000568,0.00990009307861,0.199599981308,exp5,its.osg,pilot.0009,rp.session.radical.mturilli.017089.0000
771,201.022300005,694.373100042,38.4479000568,0.00990009307861,0.199599981308,exp5,its.osg,pilot.0028,rp.session.radical.mturilli.017089.0000
772,149.815099955,745.580300093,38.4479000568,0.00990009307861,0.199599981308,exp5,its.osg,pilot.0029,rp.session.radical.mturilli.017089.0000
773,240.563899994,654.831500053,38.4479000568,0.00990009307861,0.199599981308,exp5,its.osg,pilot.0002,rp.session.radical.mturilli.017089.0000
774,259.702399969,635.693000078,38.4479000568,0.00990009307861,0.199599981308,exp5,its.osg,pilot.0025,rp.session.radical.mturilli.017089.0000
775,,,38.4479000568,0.00990009307861,0.199599981308,exp5,its.osg,pilot.0000,rp.session.radical.mturilli.017089.0000
776,233.462199926,661.933200121,38.4479000568,0.00990009307861,0.199599981308,exp5,its.osg,pilot.0001,rp.session.radical.mturilli.017089.0000
777,,,38.4479000568,0.00990009307861,0.199599981308,exp5,its.osg,pilot.0006,rp.session.radical.mturilli.017089.0000
778,,,38.4479000568,0.00990009307861,0.199599981308,exp5,its.osg,pilot.0007,rp.session.radical.mturilli.017089.0000
779,258.436100006,636.959300041,38.4479000568,0.00990009307861,0.199599981308,exp5,its.osg,pilot.0004,rp.session.radical.mturilli.017089.0000
780,188.53760004,706.857800007,38.4479000568,0.00990009307861,0.199599981308,exp5,its.osg,pilot.0023,rp.session.radical.mturilli.017089.0000
781,,,38.4479000568,0.00990009307861,0.199599981308,exp5,its.osg,pilot.0024,rp.session.radical.mturilli.017089.0000
782,249.138000011,646.257400036,38.4479000568,0.00990009307861,0.199599981308,exp5,its.osg,pilot.0003,rp.session.radical.mturilli.017089.0000
783,200.168400049,695.226999998,38.4479000568,0.00990009307861,0.199599981308,exp5,its.osg,pilot.0026,rp.session.radical.mturilli.017089.0000
784,218.830699921,1341.89630008,41.543599844,0.00660014152527,0.194599866867,exp5,bu.edu,pilot.0027,rp.session.radical.mturilli.017089.0002
785,214.971399784,1345.75560021,41.543599844,0.00660014152527,0.194599866867,exp5,bu.edu,pilot.0020,rp.session.radical.mturilli.017089.0002
786,189.09190011,1371.63509989,41.543599844,0.00660014152527,0.194599866867,exp5,bu.edu,pilot.0021,rp.session.radical.mturilli.017089.0002
787,,,41.543599844,0.00660014152527,0.194599866867,exp5,bu.edu,pilot.0022,rp.session.radical.mturilli.017089.0002
788,317.879300117,2814.44829988,41.543599844,0.00660014152527,0.194599866867,exp5,bu.edu,pilot.0005,rp.session.radical.mturilli.017089.0002
789,190.206200123,1370.52079988,41.543599844,0.00660014152527,0.194599866867,exp5,bu.edu,pilot.0019,rp.session.radical.mturilli.017089.0002
790,,,41.543599844,0.00660014152527,0.194599866867,exp5,bu.edu,pilot.0018,rp.session.radical.mturilli.017089.0002
791,219.53760004,1341.18939996,41.543599844,0.00660014152527,0.194599866867,exp5,bu.edu,pilot.0031,rp.session.radical.mturilli.017089.0002
792,225.566499949,1335.16050005,41.543599844,0.00660014152527,0.194599866867,exp5,bu.edu,pilot.0030,rp.session.radical.mturilli.017089.0002
793,159.907000065,1400.81999993,41.543599844,0.00660014152527,0.194599866867,exp5,bu.edu,pilot.0011,rp.session.radical.mturilli.017089.0002
794,316.798000097,2815.52959991,41.543599844,0.00660014152527,0.194599866867,exp5,bu.edu,pilot.0010,rp.session.radical.mturilli.017089.0002
795,274.739799976,1285.98720002,41.543599844,0.00660014152527,0.194599866867,exp5,bu.edu,pilot.0013,rp.session.radical.mturilli.017089.0002
796,,,41.543599844,0.00660014152527,0.194599866867,exp5,bu.edu,pilot.0012,rp.session.radical.mturilli.017089.0002
797,248.324100018,1312.40289998,41.543599844,0.00660014152527,0.194599866867,exp5,bu.edu,pilot.0015,rp.session.radical.mturilli.017089.0002
798,273.692699909,1287.03430009,41.543599844,0.00660014152527,0.194599866867,exp5,bu.edu,pilot.0014,rp.session.radical.mturilli.017089.0002
799,254.069600105,1306.65739989,41.543599844,0.00660014152527,0.194599866867,exp5,bu.edu,pilot.0017,rp.session.radical.mturilli.017089.0002
800,254.323899984,1306.40310001,41.543599844,0.00660014152527,0.194599866867,exp5,bu.edu,pilot.0016,rp.session.radical.mturilli.017089.0002
801,301.660000086,2830.66759992,41.543599844,0.00660014152527,0.194599866867,exp5,bu.edu,pilot.0008,rp.session.radical.mturilli.017089.0002
802,315.717400074,2816.61019993,41.543599844,0.00660014152527,0.194599866867,exp5,bu.edu,pilot.0009,rp.session.radical.mturilli.017089.0002
803,218.819499731,1341.90750027,41.543599844,0.00660014152527,0.194599866867,exp5,bu.edu,pilot.0028,rp.session.radical.mturilli.017089.0002
804,183.176500082,1377.55049992,41.543599844,0.00660014152527,0.194599866867,exp5,bu.edu,pilot.0029,rp.session.radical.mturilli.017089.0002
805,313.556300163,2818.77129984,41.543599844,0.00660014152527,0.194599866867,exp5,bu.edu,pilot.0002,rp.session.radical.mturilli.017089.0002
806,218.79189992,1341.93510008,41.543599844,0.00660014152527,0.194599866867,exp5,bu.edu,pilot.0025,rp.session.radical.mturilli.017089.0002
807,236.65899992,1324.06800008,41.543599844,0.00660014152527,0.194599866867,exp5,bu.edu,pilot.0000,rp.session.radical.mturilli.017089.0002
808,329.77030015,3107.42339993,41.543599844,0.00660014152527,0.194599866867,exp5,bu.edu,pilot.0001,rp.session.radical.mturilli.017089.0002
809,234.349099874,1326.37790012,41.543599844,0.00660014152527,0.194599866867,exp5,bu.edu,pilot.0006,rp.session.radical.mturilli.017089.0002
810,237.138199806,1323.58880019,41.543599844,0.00660014152527,0.194599866867,exp5,bu.edu,pilot.0007,rp.session.radical.mturilli.017089.0002
811,301.660599947,2830.66700006,41.543599844,0.00660014152527,0.194599866867,exp5,bu.edu,pilot.0004,rp.session.radical.mturilli.017089.0002
812,276.313899994,1284.4131,41.543599844,0.00660014152527,0.194599866867,exp5,bu.edu,pilot.0023,rp.session.radical.mturilli.017089.0002
813,218.83409977,1341.89290023,41.543599844,0.00660014152527,0.194599866867,exp5,bu.edu,pilot.0024,rp.session.radical.mturilli.017089.0002
814,302.649399996,2829.67820001,41.543599844,0.00660014152527,0.194599866867,exp5,bu.edu,pilot.0003,rp.session.radical.mturilli.017089.0002
815,248.250300169,1312.47669983,41.543599844,0.00660014152527,0.194599866867,exp5,bu.edu,pilot.0026,rp.session.radical.mturilli.017089.0002
816,274.775300026,4278.33189988,42.758300066,0.00729990005493,0.193599939346,exp5,CRUSH.OSG,pilot.0027,rp.session.radical.mturilli.017089.0003
817,222.978899717,4330.12830019,42.758300066,0.00729990005493,0.193599939346,exp5,CRUSH.OSG,pilot.0020,rp.session.radical.mturilli.017089.0003
818,223.278599977,4329.82859993,42.758300066,0.00729990005493,0.193599939346,exp5,CRUSH.OSG,pilot.0021,rp.session.radical.mturilli.017089.0003
819,186.765100002,4366.34209991,42.758300066,0.00729990005493,0.193599939346,exp5,CRUSH.OSG,pilot.0022,rp.session.radical.mturilli.017089.0003
820,212.181200027,4340.92599988,42.758300066,0.00729990005493,0.193599939346,exp5,CRUSH.OSG,pilot.0023,rp.session.radical.mturilli.017089.0003
821,233.224499941,4319.88269997,42.758300066,0.00729990005493,0.193599939346,exp5,CRUSH.OSG,pilot.0019,rp.session.radical.mturilli.017089.0003
822,267.005399942,4286.10179996,42.758300066,0.00729990005493,0.193599939346,exp5,CRUSH.OSG,pilot.0018,rp.session.radical.mturilli.017089.0003
823,251.956299782,4301.15090013,42.758300066,0.00729990005493,0.193599939346,exp5,CRUSH.OSG,pilot.0031,rp.session.radical.mturilli.017089.0003
824,166.396399975,4386.71079993,42.758300066,0.00729990005493,0.193599939346,exp5,CRUSH.OSG,pilot.0030,rp.session.radical.mturilli.017089.0003
825,260.920200109,4292.1869998,42.758300066,0.00729990005493,0.193599939346,exp5,CRUSH.OSG,pilot.0011,rp.session.radical.mturilli.017089.0003
826,255.471899986,4297.63529992,42.758300066,0.00729990005493,0.193599939346,exp5,CRUSH.OSG,pilot.0010,rp.session.radical.mturilli.017089.0003
827,257.006099939,4296.10109997,42.758300066,0.00729990005493,0.193599939346,exp5,CRUSH.OSG,pilot.0013,rp.session.radical.mturilli.017089.0003
828,240.665200233,4312.44199967,42.758300066,0.00729990005493,0.193599939346,exp5,CRUSH.OSG,pilot.0012,rp.session.radical.mturilli.017089.0003
829,,,42.758300066,0.00729990005493,0.193599939346,exp5,CRUSH.OSG,pilot.0015,rp.session.radical.mturilli.017089.0003
830,238.62920022,4314.47799969,42.758300066,0.00729990005493,0.193599939346,exp5,CRUSH.OSG,pilot.0014,rp.session.radical.mturilli.017089.0003
831,200.099600077,4353.00759983,42.758300066,0.00729990005493,0.193599939346,exp5,CRUSH.OSG,pilot.0017,rp.session.radical.mturilli.017089.0003
832,231.022999763,4322.08420014,42.758300066,0.00729990005493,0.193599939346,exp5,CRUSH.OSG,pilot.0016,rp.session.radical.mturilli.017089.0003
833,,,42.758300066,0.00729990005493,0.193599939346,exp5,CRUSH.OSG,pilot.0008,rp.session.radical.mturilli.017089.0003
834,255.855700254,4297.25149965,42.758300066,0.00729990005493,0.193599939346,exp5,CRUSH.OSG,pilot.0009,rp.session.radical.mturilli.017089.0003
835,266.31580019,4286.79139972,42.758300066,0.00729990005493,0.193599939346,exp5,CRUSH.OSG,pilot.0028,rp.session.radical.mturilli.017089.0003
836,168.808099985,4384.29909992,42.758300066,0.00729990005493,0.193599939346,exp5,CRUSH.OSG,pilot.0029,rp.session.radical.mturilli.017089.0003
837,277.218800068,4275.88839984,42.758300066,0.00729990005493,0.193599939346,exp5,CRUSH.OSG,pilot.0002,rp.session.radical.mturilli.017089.0003
838,254.588300228,4298.51889968,42.758300066,0.00729990005493,0.193599939346,exp5,CRUSH.OSG,pilot.0025,rp.session.radical.mturilli.017089.0003
839,276.961100101,4276.14609981,42.758300066,0.00729990005493,0.193599939346,exp5,CRUSH.OSG,pilot.0026,rp.session.radical.mturilli.017089.0003
840,277.218499899,4275.88870001,42.758300066,0.00729990005493,0.193599939346,exp5,CRUSH.OSG,pilot.0001,rp.session.radical.mturilli.017089.0003
841,268.304400206,4284.8027997,42.758300066,0.00729990005493,0.193599939346,exp5,CRUSH.OSG,pilot.0006,rp.session.radical.mturilli.017089.0003
842,318.494400024,4234.61279988,42.758300066,0.00729990005493,0.193599939346,exp5,CRUSH.OSG,pilot.0007,rp.session.radical.mturilli.017089.0003
843,211.086099863,4342.02110004,42.758300066,0.00729990005493,0.193599939346,exp5,CRUSH.OSG,pilot.0004,rp.session.radical.mturilli.017089.0003
844,251.53030014,4301.57689977,42.758300066,0.00729990005493,0.193599939346,exp5,CRUSH.OSG,pilot.0005,rp.session.radical.mturilli.017089.0003
845,271.237400055,4281.86979985,42.758300066,0.00729990005493,0.193599939346,exp5,CRUSH.OSG,pilot.0024,rp.session.radical.mturilli.017089.0003
846,415.936299801,4137.17090011,42.758300066,0.00729990005493,0.193599939346,exp5,CRUSH.OSG,pilot.0003,rp.session.radical.mturilli.017089.0003
847,274.261499882,4278.84570003,42.758300066,0.00729990005493,0.193599939346,exp5,CRUSH.OSG,pilot.0000,rp.session.radical.mturilli.017089.0003
848,,,41.4559998512,0.00710010528564,0.202800035477,exp5,aglt2.org,pilot.0001,rp.session.radical.mturilli.017089.0006
849,229.745800018,8281.93760014,41.4559998512,0.00710010528564,0.202800035477,exp5,aglt2.org,pilot.0006,rp.session.radical.mturilli.017089.0006
850,228.926700115,8282.75670004,41.4559998512,0.00710010528564,0.202800035477,exp5,aglt2.org,pilot.0007,rp.session.radical.mturilli.017089.0006
851,220.845200062,8290.83820009,41.4559998512,0.00710010528564,0.202800035477,exp5,aglt2.org,pilot.0004,rp.session.radical.mturilli.017089.0006
852,224.558000088,8287.12540007,41.4559998512,0.00710010528564,0.202800035477,exp5,aglt2.org,pilot.0005,rp.session.radical.mturilli.017089.0006
853,176.304100037,8335.37930012,41.4559998512,0.00710010528564,0.202800035477,exp5,aglt2.org,pilot.0019,rp.session.radical.mturilli.017089.0006
854,182.95870018,4107.83469987,41.4559998512,0.00710010528564,0.202800035477,exp5,aglt2.org,pilot.0018,rp.session.radical.mturilli.017089.0006
855,171.129199982,8340.55420017,41.4559998512,0.00710010528564,0.202800035477,exp5,aglt2.org,pilot.0031,rp.session.radical.mturilli.017089.0006
856,,,41.4559998512,0.00710010528564,0.202800035477,exp5,aglt2.org,pilot.0030,rp.session.radical.mturilli.017089.0006
857,206.468799829,8305.21460032,41.4559998512,0.00710010528564,0.202800035477,exp5,aglt2.org,pilot.0011,rp.session.radical.mturilli.017089.0006
858,208.988900185,8302.69449997,41.4559998512,0.00710010528564,0.202800035477,exp5,aglt2.org,pilot.0010,rp.session.radical.mturilli.017089.0006
859,138.146600008,8373.53680015,41.4559998512,0.00710010528564,0.202800035477,exp5,aglt2.org,pilot.0013,rp.session.radical.mturilli.017089.0006
860,,,41.4559998512,0.00710010528564,0.202800035477,exp5,aglt2.org,pilot.0012,rp.session.radical.mturilli.017089.0006
861,145.180100203,8366.50329995,41.4559998512,0.00710010528564,0.202800035477,exp5,aglt2.org,pilot.0015,rp.session.radical.mturilli.017089.0006
862,172.64530015,8339.0381,41.4559998512,0.00710010528564,0.202800035477,exp5,aglt2.org,pilot.0014,rp.session.radical.mturilli.017089.0006
863,,,41.4559998512,0.00710010528564,0.202800035477,exp5,aglt2.org,pilot.0017,rp.session.radical.mturilli.017089.0006
864,269.970299959,8241.71310019,41.4559998512,0.00710010528564,0.202800035477,exp5,aglt2.org,pilot.0016,rp.session.radical.mturilli.017089.0006
865,213.90079999,8297.78260016,41.4559998512,0.00710010528564,0.202800035477,exp5,aglt2.org,pilot.0008,rp.session.radical.mturilli.017089.0006
866,217.553100109,8294.13030005,41.4559998512,0.00710010528564,0.202800035477,exp5,aglt2.org,pilot.0009,rp.session.radical.mturilli.017089.0006
867,,,41.4559998512,0.00710010528564,0.202800035477,exp5,aglt2.org,pilot.0028,rp.session.radical.mturilli.017089.0006
868,,,41.4559998512,0.00710010528564,0.202800035477,exp5,aglt2.org,pilot.0029,rp.session.radical.mturilli.017089.0006
869,188.557300329,8323.12609982,41.4559998512,0.00710010528564,0.202800035477,exp5,aglt2.org,pilot.0002,rp.session.radical.mturilli.017089.0006
870,208.998100281,8302.68529987,41.4559998512,0.00710010528564,0.202800035477,exp5,aglt2.org,pilot.0003,rp.session.radical.mturilli.017089.0006
871,153.714600086,8357.96880007,41.4559998512,0.00710010528564,0.202800035477,exp5,aglt2.org,pilot.0000,rp.session.radical.mturilli.017089.0006
872,161.85800004,8349.82540011,41.4559998512,0.00710010528564,0.202800035477,exp5,aglt2.org,pilot.0027,rp.session.radical.mturilli.017089.0006
873,169.001100063,8342.68230009,41.4559998512,0.00710010528564,0.202800035477,exp5,aglt2.org,pilot.0020,rp.session.radical.mturilli.017089.0006
874,165.328000069,8346.35540009,41.4559998512,0.00710010528564,0.202800035477,exp5,aglt2.org,pilot.0021,rp.session.radical.mturilli.017089.0006
875,172.648499966,8339.03490019,41.4559998512,0.00710010528564,0.202800035477,exp5,aglt2.org,pilot.0022,rp.session.radical.mturilli.017089.0006
876,201.711800098,8309.97160006,41.4559998512,0.00710010528564,0.202800035477,exp5,aglt2.org,pilot.0023,rp.session.radical.mturilli.017089.0006
877,125.040300131,8386.64310002,41.4559998512,0.00710010528564,0.202800035477,exp5,aglt2.org,pilot.0024,rp.session.radical.mturilli.017089.0006
878,150.187700033,8361.49570012,41.4559998512,0.00710010528564,0.202800035477,exp5,aglt2.org,pilot.0025,rp.session.radical.mturilli.017089.0006
879,153.202399969,8358.48100019,41.4559998512,0.00710010528564,0.202800035477,exp5,aglt2.org,pilot.0026,rp.session.radical.mturilli.017089.0006
880,,,42.4047000408,0.0081000328064,0.204900026321,exp5,aglt2.org,pilot.0027,rp.session.radical.mturilli.017090.0000
881,311.984899998,1223.68650007,42.4047000408,0.0081000328064,0.204900026321,exp5,aglt2.org,pilot.0020,rp.session.radical.mturilli.017090.0000
882,302.812699795,1232.85870028,42.4047000408,0.0081000328064,0.204900026321,exp5,aglt2.org,pilot.0021,rp.session.radical.mturilli.017090.0000
883,334.990900278,1200.68049979,42.4047000408,0.0081000328064,0.204900026321,exp5,aglt2.org,pilot.0022,rp.session.radical.mturilli.017090.0000
884,,,42.4047000408,0.0081000328064,0.204900026321,exp5,aglt2.org,pilot.0005,rp.session.radical.mturilli.017090.0000
885,302.203099966,1233.4683001,42.4047000408,0.0081000328064,0.204900026321,exp5,aglt2.org,pilot.0019,rp.session.radical.mturilli.017090.0000
886,319.601599932,1216.06980014,42.4047000408,0.0081000328064,0.204900026321,exp5,aglt2.org,pilot.0018,rp.session.radical.mturilli.017090.0000
887,277.848599672,1257.8228004,42.4047000408,0.0081000328064,0.204900026321,exp5,aglt2.org,pilot.0031,rp.session.radical.mturilli.017090.0000
888,296.680999994,1238.99040008,42.4047000408,0.0081000328064,0.204900026321,exp5,aglt2.org,pilot.0030,rp.session.radical.mturilli.017090.0000
889,256.744400024,1278.92700005,42.4047000408,0.0081000328064,0.204900026321,exp5,aglt2.org,pilot.0011,rp.session.radical.mturilli.017090.0000
890,,,42.4047000408,0.0081000328064,0.204900026321,exp5,aglt2.org,pilot.0010,rp.session.radical.mturilli.017090.0000
891,268.386699915,1267.28470016,42.4047000408,0.0081000328064,0.204900026321,exp5,aglt2.org,pilot.0013,rp.session.radical.mturilli.017090.0000
892,324.184500217,1211.48689985,42.4047000408,0.0081000328064,0.204900026321,exp5,aglt2.org,pilot.0012,rp.session.radical.mturilli.017090.0000
893,315.248399973,1220.4230001,42.4047000408,0.0081000328064,0.204900026321,exp5,aglt2.org,pilot.0015,rp.session.radical.mturilli.017090.0000
894,307.869599819,1227.80180025,42.4047000408,0.0081000328064,0.204900026321,exp5,aglt2.org,pilot.0014,rp.session.radical.mturilli.017090.0000
895,234.786000013,1300.88540006,42.4047000408,0.0081000328064,0.204900026321,exp5,aglt2.org,pilot.0017,rp.session.radical.mturilli.017090.0000
896,,,42.4047000408,0.0081000328064,0.204900026321,exp5,aglt2.org,pilot.0016,rp.session.radical.mturilli.017090.0000
897,298.004099846,1237.66730022,42.4047000408,0.0081000328064,0.204900026321,exp5,aglt2.org,pilot.0008,rp.session.radical.mturilli.017090.0000
898,,,42.4047000408,0.0081000328064,0.204900026321,exp5,aglt2.org,pilot.0009,rp.session.radical.mturilli.017090.0000
899,299.774199963,1003.19350004,42.4047000408,0.0081000328064,0.204900026321,exp5,aglt2.org,pilot.0028,rp.session.radical.mturilli.017090.0000
900,224.524399996,1311.14700007,42.4047000408,0.0081000328064,0.204900026321,exp5,aglt2.org,pilot.0029,rp.session.radical.mturilli.017090.0000
901,219.454799891,1316.21660018,42.4047000408,0.0081000328064,0.204900026321,exp5,aglt2.org,pilot.0002,rp.session.radical.mturilli.017090.0000
902,342.031499863,1193.63990021,42.4047000408,0.0081000328064,0.204900026321,exp5,aglt2.org,pilot.0025,rp.session.radical.mturilli.017090.0000
903,234.339400053,1301.33200002,42.4047000408,0.0081000328064,0.204900026321,exp5,aglt2.org,pilot.0000,rp.session.radical.mturilli.017090.0000
904,233.799299955,1301.87210011,42.4047000408,0.0081000328064,0.204900026321,exp5,aglt2.org,pilot.0001,rp.session.radical.mturilli.017090.0000
905,225.354199886,1310.31720018,42.4047000408,0.0081000328064,0.204900026321,exp5,aglt2.org,pilot.0006,rp.session.radical.mturilli.017090.0000
906,240.796799898,1294.87460017,42.4047000408,0.0081000328064,0.204900026321,exp5,aglt2.org,pilot.0007,rp.session.radical.mturilli.017090.0000
907,,,42.4047000408,0.0081000328064,0.204900026321,exp5,aglt2.org,pilot.0004,rp.session.radical.mturilli.017090.0000
908,322.582900047,1213.08850002,42.4047000408,0.0081000328064,0.204900026321,exp5,aglt2.org,pilot.0023,rp.session.radical.mturilli.017090.0000
909,327.835300207,1207.83609986,42.4047000408,0.0081000328064,0.204900026321,exp5,aglt2.org,pilot.0024,rp.session.radical.mturilli.017090.0000
910,266.633599997,1269.03780007,42.4047000408,0.0081000328064,0.204900026321,exp5,aglt2.org,pilot.0003,rp.session.radical.mturilli.017090.0000
911,333.509500027,1202.16190004,42.4047000408,0.0081000328064,0.204900026321,exp5,aglt2.org,pilot.0026,rp.session.radical.mturilli.017090.0000
